id	lemma	sense_id	left	word	right	senses
552	гипербола	1	последний день ковский , отражать в зеркало растение , конечно же , свой род литературный	гипербол	. березовский . скорее , метафора . люсин . конечно , метафора . но то не менее вы	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
553	гипербола	1	. южанин свойственный повышенный эмоциональность , они любить преувеличивать . они весь время тянуть к	гипербола	"и аффектация . и однако . . . а один интеллигентный дама сказать : "" вы хорошо писать ,"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
554	гипербола	1	, что казаться зоя . иначе и быть , конечно , не мочь с она вечный	гипербол	, однако я воздержаться от откровение . мы вроде бы останавливаться на неискренний условность ,	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
555	гипербола	1	-- трактовать писание и церковный догмат , впадать в разнообразный ересь . здесь гротеск и	гипербол	-- основа бунюэлевский поэтика -- разгуливать вовсю . уборщица с метелка и совок подходить к	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
556	гипербола	1	и рыболов разговаривать , и другой мой деревенский знакомый , колхозный лесник тюк , к	гипербола	и восторг душа не слишком склонный , в минута частый летний или зимний	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
557	гипербола	1	"паралитический старуха : "" он молодой , но все знать про наш время "" . от такой"	гипербола	"я замирать , но старуха только спрашивать : "" а он не еврей "" фамилия полковник"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
558	гипербола	1	мешкать силлогизма . схватывать современный мысль в вид фраза , который сочувствовать единственно как	гипербол	, он непременно выводить из она заключение , и заключение , разумеется , нелепый : потому и	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
559	гипербола	1	быть пятнадцать . -- восемнадцать , федя , я считать . а что тридцать два -- так это	гипербол	. поэт разрешать . -- но не в весь случай , кеш . далеко не в весь	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
560	гипербола	1	тетка . -- на то профессор , который красть пять миллион доллар ! каштан не выносить	гипербола	: -- а я слышать , что не пять , а только два ! тетка зайтись от	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
561	гипербола	1	он 110-метровый колокольня видный чуть ли не с весь точка голландия (	гипербол	; читатель мочь бы и сам догадываться ) , это самый высокий здание в страна .	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
562	гипербола	2	спокойно продолжать : -- но мы лететь к луна не по прямая , а по	гипербол	, по кривая . счетный электронный машина говорить я , что путь наш ракета равный	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
563	гипербола	1	можно описывать смерть и исступлять	гипербол	"шекспир , и лопаться аптечный склянка чехов . опять к "" кто это надо "" . особо"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
564	гипербола	1	такой подтекст и он роль в прозаический произведение , который владеть интонация , гротеский ,	гиперболый	, музыкальность и неожиданный поворот воображение . сознательность он в осуществление задача , и контроль	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
565	гипербола	1	польза общество прежде все . что же касаться до некоторый неточность , так сказать ,	гипербола	, то соглашаться и в то , что прежде все инициатива важный , прежде все	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
566	гипербола	1	, любой вид творческий самовыражение -- панк , метать , дэть , грайндкор , минимализм , дадаизй , слово , любой	гипербол	-- это нормальный , если в он прослеживать мысль , проявлять душа автор . я не	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
567	гипербола	1	. суть не в фигура -- олицетворение порок , а в размах весь этот идея ,	гипербол	""" мертвый душа "" . маниловщина среди нищий и дикий крепостной россия . слава искать новый"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
568	гипербола	1	, сверхчеловек -- он таковой себя чувствовать . и я доводить это в фильм до	гипербола	. я предстоять находить кречинский в поколение 40-летний . потому что , например , янковский	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
569	гипербола	1	": малый семантический сдвиг "" блаженный , бессмысленный "" , метафора "" бархат "" , "" пустота "" ( = "" ночь "" ) , метонимия "" советский ( ночь ) "" ,"	гипербол	""" всемирный "" , однообразный синекдоха "" око "" , "" рука "" , "" плечо "" , "" зрачок "" ; из-за традиционность понятный метафора "" цвести . . ."	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
570	гипербола	1	"к передвижение . если такой представление о американский "" любитель животное "" и казаться вы"	гиперболый	, то не думать , что значительный . так оно и быть . -- а если он	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
571	гипербола	1	купол вздыматься над вода пунцовый пузо . накрахмалить усач смотреть из-за скала на	гипербол	в купальный костюм . тот же гипербол в другой положение , поцеловать на закат ,	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
572	гипербола	1	"вещь , вроде "" облако в штаны "" для тот время . ограничение отвлеченный поэтический прием ("	гипербола	, виньеточный самоценный образ ) и изобретение прием для обработка хроникальный и агитационный материал .	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
573	гипербола	2	вокруг другой , более массивный по весьма ограниченный число кривая - эллипс , парабола или	гипербол	. если эллипс кривой замкнутый , то два другой - разомкнута . планета двигаться вокруг солнце	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
574	гипербола	1	почва тот травля , что разворачивать некоторый телеканал и газета - насчет срыв - это	гипербол	. но то , что мэр быть тяжелый , - факт . он просто не ожидать столь	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
575	гипербола	1	сторона , тибетский губернатор называть они прекрасный снежный дворец и не стыдиться этот	гипербола	". с один сторона , правительство лхасса называть себя "" правительство , победный в весь направление "" ,"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
576	гипербола	1	ты второй раз , значит , ты - на век . ну на век - это , понятно ,	гипербол	. и вот к я слава приходить сейчас второй раз с этот книжка .	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
577	гипербола	2	. выясняться , что почти весь комета , который двигаться вблизи солнце по слабо выразить	гипербола	, иметь эллиптический начальный орбита . такой образ , представление о междузвездный происхождение комета оказываться	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
578	гипербола	1	"никто не бояться , и никто не нужный провожать и множественный число "" девчата "" --"	гипербол	, и разрешение никакой не требоваться : в крайний случай эскорт пугливый зрительница быть	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
579	гипербола	2	баран перед новенький web-ворота . . . хоть убить , не знать автор , где там единственный	гипербол	"проходить и как изловчиться , что она , этот "" кривулек "" , быть "" ортогональн "" полоска свет"	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
580	гипербола	1	на крыша оно он очутиться в лес колонна и спиец , и этот	гипербол	так посчастливиться , что она обходить весь свет , что я встречаться с она	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
581	гипербола	1	, от каждый угол так и веять смерть и преступление . и это не	гипербол	, это -- факт , неоднократно свидетельствовать полицейский газета в дневник городской приключение . смотреть вы	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
582	гипербола	2	аполлоний пергский , писать работа о конический сечение -- именно оттуда приходить в математика	гипербол	, парабола и эллипс . о это она вклад в наука мочь сегодня судить	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
583	гипербола	2	функция ; если же в проекция на тот же плоскость выходить эллипс или	гипербол	, то квадратура выражать эллиптический функция . по астрономия и геодезия . астроном в особенность	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
584	гипербола	2	"в вертикальный положение "" . прямой линия , прямой угол игнорировать . божественный начало -- это кривой :"	гипербол	, парабола , спираль . . . отсюда необыкновенный , вьющийся лиризм он сооружение . из камень и цемент	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
585	гипербола	2	пятьдесят год ученый мочь выводить математический формула он знаменитый архитектурный парабол и	гипербола	. сам он проводить день , изобретать в мастерская новый прикладной система расчет . он	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
586	гипербола	2	как правый он часть являть себя болтанку отдельный точка , слабо связывать с	гиперболый	. очевидный , что два половина этот график надо изучать по-разному . квазигиперболична распределение город	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
587	гипербола	2	". . . "" . далее на десять лист с оба сторона следовать уравнение , таблица , график , парабол ,"	гипербола	, чуть ли не метафора . все заканчиваться длиннющая химический формула , в который пряничков	1 - Стилистический приём - чрезмерное преувеличение каких-л. свойств; 2 - В геометрии: незамкнутая кривая из двух ветвей, получаемая при пересечении конуса плоскостью, не проходящей через его вершину
588	град	1	число наставать свирепый шторм , дувать ужасный , вихрь подобный порыв с дождь и	град	. буря сей с одинаковый жестокость свирепствовать в весь день . в сей время	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
589	град	1	не останавливать -- прямо ночь она отправляться на кладбище , под проливной дождь и	град	молния раскапывать свежий могила и всовывать конверт с пуговица прямо в рот	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
590	град	1	решать не отменять бракосочетание . вчера столица переживать аномальный день . гроза , ураган , дождь ,	град	, снежный крупа . при это временами светить солнце . весь это происходить в разный	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
591	град	1	сверкать молния , а с небо ливать как из ведро . - у мы тут	град	размер с яйцо сыпаться , - дозвониться читатель из мостовской район . - аномалия какой-то . когда	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
592	град	1	ворнаугол и вместе с мама ожидать он . папа же оставаться вставлять выбивать	град	стекло . дядя лука , старший брат отец , работать в колхоз главный инженер . он	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
593	град	1	"последний 40 год "" , - подтверждать в министерство сельский хозяйство франция . в июнь сильный"	град	атаковать район кот-де-б и уничтожать виноград примерно на 1 тысяча	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
594	град	1	я выбегать на двор ( там бывать такой чистенький внутренний дворик ) , ловить крупный	град	, и мы пить вино с град . в этот поездка я очень освежиться .	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
595	град	1	". сейчас "" мотовилих "" выпускать полевой и самоходный артиллерия , реактивный система залповый огонь "" ураган "" , """	град	""" и "" смерч "" , а также различный гражданский строительный - дорожный техника и нефтепромысловой оборудование ."	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
596	град	1	. это -- практически наиболее важный проблема . поле , сад и огород ежегодно терпеть от	град	огромный убыток ; кинетический энергия градина вес 1,5 - 2 килограмм ( а такой	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
597	град	1	"поездка "" скинуться "" друг . в тот апрельский день дождь хлестать вперемежку с ледяной"	град	, оставлять царапина на щека спортсмен . для защита от стихия они выдавать какой-то	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
598	град	1	. засыпать , просыпаться в девять -- опять то же . весь день не переставать орудие ,	град	по крыша где-то близкий и щелканий . такой день еще не быть . серый	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
599	град	1	", 15 , 25 , 40 , 54 , 56 , 64 , 66 , 67 , 74 , "" газель "" 1 , 9 ."	град	размер с яйцо - это нормальный , уверять синоптик - трах-бах - бах ! - от такой	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
600	град	1	прекращаться , а при 0	град	. с и даже при продолжительный похолодание в 5 - 7 град . с растение	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
601	град	2	", и он бросать "" москва "" . "" я сидеть на кровать , и холодный пот"	град	"стекать с я . это быть ужасный сон ! "" -- жаловаться миодраод . . но я думать"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
602	град	1	разгар , областной центр и он окрестность попадать в власть штормовый ветер , ливень ,	град	и гроза . в эпицентр ненастье оказываться палаточный лагерь , ежегодный детский турслет , что	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
603	град	1	город дымный туча падать горячий камень , крупный и мелкий , падать частый , как	град	. один из они ушибить и обжожиться плечо королева ортруда . сквозь тяжелый грохот	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
604	град	1	нет ни в что удача . то -- скосить	град	, то -- снять пожаромя . . чистый круг и легкий , никто не нуженута . . плохо лихач	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
605	град	1	"полноценный группировка с военный техника . по вероятный противник бить система залповый огонь """	град	""" , использовать танк т- 72 , боевой машина пехота и авиация , который не быть"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
606	град	3	"человек . культура , в основной свой масса , переставать рваться "" заря навстречу "" , провидеть "" хрустальный"	град	""" и надеяться на царь -батюшка . она стать обживать доступный территория , расширяться вглубь ,"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
607	град	1	же казаться , старик бог благословлять за он милосердие . у кто поле выбивать	град	-- у он зеленеть и желтеть оно под богатый жатва -- смотреть любо . под	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
608	град	2	челнок на вода , выкидывать ярыг и вытаскивать осетр . с проклятов пот ливать	град	только еще в ожидание будущий благо ; а что же быть , как пойти	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
609	град	2	многоугольная испанский звезда , как вдруод . . но тут он рука опускаться ; холодный пот	град	катить с благородный чело , он бледнеть , осматриваться , щупать себя . . . боже ! нет никакой	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
610	град	1	""" , чей центр становиться тула . головной предприятие - гнпп "" сплав "" , всего же в выпуск """	градов	""" , "" ураган "" и "" смерча "" , теперь уже под один крыша , быть задействовать около двадцать"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
611	град	1	паннония . там господь являть они чудо , чтобы одумываться . из чистый небо пойти	град	. . . а , это я ты уже рассказывать , про золотой бабу-тотец . . в	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
612	град	1	, способствовать кристаллизация вода , то число зародыш град резко возрастать и выпадать мелкий	град	, а то и просто ледяной крупа , безопасный для посев и самолет .	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
613	град	1	показывать они красивый вид на аюдаг . на возвратный путь встречать дождь и	град	; темпункт быть 6-й . в ливадия , когда вернуться , оказываться 15 . после чай	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
614	град	2	признание трижды за матч менять белье . внутри кукла жаркий , и пот бежать	град	. дружить с лисенк тимоша из магнитка и мамонт пархом из ханты-мансийск . 1 :	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
615	град	1	выталкивать иванов . деревня внизу . собрание колхоз . председатель : -- ну и год выдаваться : пшеница	град	побивать , картошка не уродила , свинья не опороситься , корова не доиться . . . ( треск проламываеть	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
616	град	1	"область ) . около 700 тысяча тонна снаряд , взрывчатка , реактивный ракета для установка тип """	град	""" , "" смерч "" и "" ураган "" гореть неделя , осколок разлетаться на несколько километр . движение на"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
617	град	1	любимый . реветь мутный волхов в берег свой ; молния терзать покров небо яриться ;	град	сбивать ветвь с дуб и ель долговечное ; гром рыкать среди область небесный	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
618	град	2	мария . -- не прилечь , не водить ; не прилечь , не венчать ! . . -- и слеза	град	брызнуть из око она . -- воля князь не изведти , мария , -- продолжать свенельд , -- в	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
619	град	1	святитель . давно , еще на память дед туча находить -- божий воля ! -- выбить поле	град	. тогда обходить выбивать поле -- ой , тошный ! -- с хоругвь и давать завет три	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
620	град	1	вал катиться по пол , орлиный взмах взлетать в купол и , подобно каменный	град	, падать оттуда вниз . от неимоверный сила звук сотрясаться не только напитать ароматный	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
621	град	2	не оступиться . он знать , что теперь у он за спина на помост	град	лететь бронзовый монета , финик , что в выть толпа человек , давить друг друг ,	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
622	град	2	дача , необходимый убеждаться в то , что ваш пресс крепки и мочь выдерживать	град	"удар . ци гун и "" железный рубашка "" -- вот , что нужный в первый очередь ,"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
623	град	2	ок-порядк . корабль великий князь константин ( капитан 2-й ранг ергомышев ) , также осыпать	град	ядро , книпель и картечь , становиться на якорь вскоре после адмиральский корабль императрица	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
624	град	2	неустойчиво лежать на уступ , тот , падать , в свой очередь сбивать третий . . . целый	град	камень обрушиваться вниз . падение камень вызывать не только атмосферный явление . птица , животное	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
625	град	2	лапа , егор егорыч бросаться в открытый церковный дверь , чтобы укрываться от сыпучий	град	этот враждебный , колкий восклицание . -- прохвост ! -- звонко раздаться он в спина . в	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
626	град	2	превращаться в тонна переписка . написать в один сторона , год ждать ответ . . . - под	град	упрек медведев чиновник и бизнесмен опускать голова , чтобы прятать глаз . первый вице-премьер	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
627	град	2	, который на этот неделя проходить в шведский гетеборг , не сулить российский спортсмен	град	медаль . один -дво награда -- это максимум , на который мы мочь рассчитывать на	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
628	град	2	вставать и пойти за кулиса , где вместо объективный критика обрушивать на актер	град	резкий и обидный выражение . он начинать просто ругаться , когда доходить до акимов .	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
629	град	2	. горец , пользоваться обратный движение наш колонна уже по открытый местность , осыпать мы	град	пуля , а затем , выдвинуть в опушка лес свой орудие , продолжать преследовать пушечный	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
